batterID,pitcherID,outcome
25,108,-61.77150008
78,118,-39.67256546
61,136,61.82234899
96,195,-13.4598759
17,113,28.36901147
41,199,9.109193932
56,116,-67.73222493
5,149,-52.45694415
80,162,-8.417178238
7,198,1.980632288
28,103,-52.39284488
94,135,-40.48959814
85,173,57.69341299
79,120,103.2177398
68,196,60.85516024
74,133,-4.666851939
54,155,-14.45231785
8,122,0.201286965
50,193,112.6309517
61,181,77.29836395
9,129,12.65972475
15,155,-97.31573806
39,158,83.02040233
27,136,-67.72075793
57,129,-14.02021106
98,126,31.51324456
79,178,45.42368363
70,169,30.38152704
57,131,-5.113704842
92,184,109.5824701
26,195,-13.64051467
98,165,-9.164252781
57,145,45.14795803
63,121,13.01105808
24,136,-10.91206074
67,147,-28.15982808
18,164,-53.58910542
35,105,51.1724012
67,125,55.21779128
69,136,13.46576895
41,110,55.08684488
27,142,71.40814737
14,119,-111.9812799
90,178,25.39843121
71,130,-33.7224186
91,105,-67.43038369
93,155,25.65176822
8,178,-64.06167873
88,186,197.1189711
75,141,59.90629112
1,152,30.40683149
61,108,-139.418893
29,119,40.80043302
40,169,67.57247978
72,179,32.35744669
12,178,5.938205388
48,125,-57.37727526
36,162,-119.6156035
91,177,-57.12483953
71,124,42.88927643
21,148,5.963967552
24,177,37.23058312
15,141,21.41896641
23,120,73.85786437
31,141,77.11065008
19,157,-50.4488728
9,105,-89.21569353
66,137,-86.16056667
37,139,-13.68606509
70,173,16.67531837
47,169,66.14254132
33,102,-17.03556159
26,131,-62.48536283
50,153,-27.95948508
80,119,-102.7112787
8,183,142.1873509
10,161,-25.12293775
60,182,-96.30922361
13,141,74.12045194
84,183,78.66746295
27,190,-76.69983617
10,152,-21.59643981
94,123,7.306664361
67,134,3.271209412
4,183,63.59366377
48,128,61.39498242
77,172,24.09857797
49,125,32.05036693
54,139,-93.01961994
94,115,-53.7046331
87,186,-60.78374041
21,128,28.86693549
16,104,9.996448494
49,167,-92.16968924
93,115,0.854147801
57,156,-26.61970586
69,155,26.65710521
21,162,6.149632069
95,110,16.72522996
52,122,28.87106157
52,166,36.16155997
68,171,0.057063706
64,180,-67.93582246
41,161,9.892730498
28,187,81.62680064
35,104,-92.46402072
63,154,-2.640572462
94,187,1.585237696
2,122,45.91056625
36,115,-2.036327577
43,162,62.36846948
58,126,119.0647449
14,195,61.42382039
12,164,-95.13621318
76,105,-27.04122904
17,134,-57.29401967
100,193,-45.55923834
5,121,1.5238182
74,192,0.146804888
93,153,-60.65229673
22,160,101.3670831
27,145,47.14523164
37,126,42.00738149
38,141,42.05026152
14,142,-60.19525963
77,134,-20.50290785
45,141,11.10892975
45,183,119.2455599
54,143,-34.83803676
42,144,46.01433813
7,150,52.34602717
43,130,-55.27540744
1,194,136.5912572
82,102,-14.89970044
48,144,-42.88262706
14,187,101.2218344
44,190,-83.51371524
64,126,27.85610224
7,172,48.69731815
91,154,21.42967769
18,181,147.2314489
58,198,24.77555902
22,196,-82.09359607
62,159,-23.55894966
66,133,128.1546183
73,141,85.15366104
29,170,-38.883542
75,200,-16.34386303
95,193,25.26585162
9,190,12.38661969
65,130,18.85153338
61,102,25.8366374
43,177,8.845043235
51,148,43.41482742
84,145,-2.111286887
19,102,-18.61628017
85,106,27.57615133
17,134,-26.94574434
39,163,32.18709189
39,200,-65.04094435
95,119,50.94147417
63,191,58.77004378
89,160,42.25463998
16,192,83.45264619
82,147,-17.89399448
13,107,61.89464751
54,104,11.91946332
12,183,61.08940159
91,115,-22.22568877
23,136,41.75825821
27,126,52.29187389
51,136,52.45440922
48,163,-107.7684642
90,163,-82.00913724
7,191,26.99923401
49,178,-48.07619418
80,163,-44.21644765
38,108,2.612229818
4,164,6.803542974
97,120,135.0389494
55,187,-30.6986118
54,199,-106.8439952
73,180,0.463974704
15,148,-17.39777615
23,131,-58.01454317
36,105,-28.16815025
26,112,134.6694098
54,169,4.199700454
8,167,26.06859097
54,145,2.157287842
36,114,24.73790075
45,149,26.77753637
66,173,-15.92817025
64,117,-42.47215256
84,164,1.755349401
67,163,-106.688023
64,189,-13.9080035
97,171,61.04307647
11,193,-7.366603769
50,189,67.44793099
98,105,-134.4087088
94,106,-35.90460601
99,111,-8.165878563
45,112,48.77714366
6,138,15.72497894
23,196,20.89805158
11,141,80.88332743
84,120,50.10614122
20,187,20.34610603
37,199,-13.07582689
36,142,-72.3782574
94,106,106.7022831
57,134,-19.32037982
16,186,-35.18802364
98,186,96.24755918
61,177,-50.55744797
99,184,38.84943041
2,121,43.22440986
48,173,15.77667638
3,134,59.49493816
26,131,-60.39806463
10,144,-51.31113396
54,125,-39.0951558
71,154,94.7159113
14,104,-67.55151186
47,148,-75.96027966
73,180,-42.29830508
5,174,142.6941426
13,125,16.4791552
71,182,-17.5666765
21,157,51.00757446
95,171,9.367971648
42,175,-23.46459445
75,174,21.40935894
56,197,18.16537602
52,170,50.39372676
69,180,-29.88937383
84,171,-95.24360731
78,101,65.15539515
1,117,-55.46150158
98,125,-26.88122603
30,138,27.32466026
6,115,-94.08585795
96,121,-55.97455548
1,104,-26.06713162
85,140,-18.80132248
87,123,1.324546186
8,131,-40.79554301
7,173,-54.39365917
55,120,68.83616652
44,195,6.103237824
76,137,47.74923643
40,149,-80.69239898
24,122,-13.54194548
21,180,-69.87901216
42,123,61.15725718
85,128,73.3295701
74,141,54.25754045
6,132,-26.51393212
77,169,42.60565318
65,142,57.17284262
32,176,-14.94618463
46,165,31.41041202
34,121,30.97041933
4,139,-62.06511145
42,174,-48.67299283
81,152,-30.57373719
16,193,40.1594414
45,168,70.89605307
7,154,94.83327536
23,161,50.06029064
86,114,-47.46741766
42,158,97.54495013
10,157,53.60644163
36,118,-15.13312691
58,163,-43.33035963
21,104,-61.64916453
66,169,60.69585287
40,194,80.91961062
54,166,-48.92678389
31,117,-50.49303146
11,140,43.94753142
44,165,52.691601
73,132,27.65501704
25,182,-75.13333986
52,122,80.22315882
100,118,-134.3495578
65,193,-75.47831273
30,196,-35.80776789
26,111,1.405359065
62,155,96.69508561
22,106,-29.76088521
11,144,-44.53569179
21,137,15.67924137
92,176,-31.78159654
4,104,-69.90062076
50,175,-21.33010978
39,136,-6.188909958
20,117,8.08372577
34,141,-36.98616536
60,164,-83.82672966
77,163,-16.9125429
9,181,-16.43212338
75,180,25.16302816
71,153,9.394241806
19,112,40.12145259
24,161,58.94728803
62,145,16.44634507
7,131,-38.17375544
37,123,-89.51160009
30,145,36.37598195
37,190,55.95253365
65,132,12.74706381
54,132,-67.18843285
59,183,-1.16858066
52,150,92.53018228
42,143,-27.28182634
72,107,-54.72526817
16,102,-36.09070965
7,158,84.93680141
33,127,-110.624065
29,197,-17.00296985
62,170,-22.18821747
44,128,-16.50139954
71,189,15.84102866
91,178,-54.38257646
96,153,-76.13539789
87,128,-28.32126302
77,144,-45.44366022
98,163,-114.5604328
50,148,42.45465164
8,104,-91.79537348
96,163,-112.1043502
49,126,-138.6641487
23,154,91.72651488
13,153,-28.86053416
96,193,-45.22385612
75,116,-83.09663512
47,200,-19.74391344
11,157,-13.48304842
14,129,-65.48145334
69,153,-14.19019944
68,158,57.24619515
23,153,21.6333152
17,195,41.04700951
54,199,-43.41583113
75,122,-53.73610894
45,124,-45.52778035
17,148,-125.4086711
92,168,80.39826431
19,178,142.7104304
83,112,60.84278543
11,183,19.39293744
42,181,94.94574466
29,106,-6.808024787
97,192,-26.6322763
2,197,-6.68225825
70,170,-83.67123522
70,176,-9.155165104
44,161,31.43436799
17,175,0.250739856
1,172,-63.31326026
46,159,37.3774192
66,168,122.5133712
64,128,-9.433978693
23,168,9.547104212
97,141,9.312947275
7,124,46.54441984
60,116,37.56105498
66,200,6.904827656
44,147,37.83578955
59,145,84.16935846
20,181,-86.24344267
77,120,69.72099308
41,186,-10.49130384
2,110,-39.70988696
5,128,50.52046641
65,110,-25.73172637
34,178,0.81211252
67,184,144.4948821
47,193,17.88525201
10,160,39.32769837
32,127,32.13734641
38,143,-48.10396162
68,132,29.14960431
93,130,5.525078536
5,173,-1.672628694
60,137,42.20690179
73,193,34.73728427
32,146,90.98952086
39,184,107.7488334
26,102,-3.467478714
47,141,8.239026379
43,129,-73.49686918
4,113,-0.034884263
87,197,-16.98299453
56,184,67.59019766
97,160,-7.631503837
100,136,-19.64149364
62,164,-28.57672439
46,199,61.50573371
29,177,-33.61914897
99,199,-39.82074942
93,133,80.66955234
10,108,-39.71113428
26,182,52.94057849
15,150,72.64929072
70,157,-14.69441909
8,161,16.83856838
60,169,32.77357354
92,122,13.72474207
4,120,-77.16663474
30,174,11.30335664
15,125,6.071435348
84,158,84.93734611
42,103,35.31048487
86,103,-58.21024669
24,114,-2.782822219
90,167,-204.3039374
39,108,-69.61684163
32,169,50.337132
38,150,-25.43055869
13,110,-27.29886895
26,133,134.5768859
29,166,-55.11818065
14,142,-93.19776734
31,112,35.85263869
77,133,108.439482
57,191,49.32150567
55,178,-56.33205228
97,127,-53.9055222
20,174,-6.902604573
99,103,-18.20689792
75,134,-77.96869599
36,174,-36.56059291
78,170,-40.40408957
68,118,-23.8164141
59,116,-11.11962351
3,166,11.63858944
98,139,-16.13094303
34,154,18.49962448
46,175,17.68966913
98,167,-47.43357592
56,123,67.33761531
61,118,-36.61899116
96,160,-21.21394987
45,121,89.23933065
31,158,60.15921958
78,137,63.82467935
26,143,-80.60695591
42,156,65.91861932
37,190,15.0357706
49,179,-44.36239563
3,120,102.4695255
56,160,-49.68300093
45,102,2.103549818
14,180,28.31202643
96,123,9.064596121
72,185,12.08960705
83,130,-0.092910572
27,122,34.46598652
66,121,64.07231708
98,161,22.31513831
52,175,-20.79333768
89,103,23.76795234
10,169,51.2959736
70,105,13.21229933
62,108,-33.80445376
85,119,4.247626877
24,175,-53.47860695
88,142,14.5976116
17,124,-63.55394002
33,141,15.24279925
51,193,12.29373735
16,175,-36.87315993
59,123,-23.00182372
19,175,76.48244034
56,165,10.98035203
76,111,102.1677347
35,171,-6.807908865
52,182,-35.00415297
26,104,-68.42790637
87,128,34.77929469
29,189,25.32042566
95,151,27.6366368
95,190,24.39368544
11,139,-3.625659002
44,173,14.98737102
53,128,24.69010031
31,131,26.97412816
58,173,83.32243109
63,123,100.7609141
69,172,-12.38732558
48,166,4.039874509
78,152,1.27045999
93,147,-16.46861821
95,101,64.59003025
10,177,75.0435387
12,166,-69.70202465
91,126,4.318080497
19,133,86.77777156
29,155,-34.2990563
28,195,123.4214567
66,125,-30.42547113
6,171,-12.00295038
9,154,37.65847131
20,105,-7.482996381
75,167,-33.60909249
14,104,9.34258949
72,168,-6.705155976
78,110,-37.47711908
74,129,-59.04184065
24,183,-105.5573977
82,130,-20.3083119
38,115,22.80292726
2,139,-27.27846271
50,138,117.5396826
28,196,-36.43541746
77,108,-47.37110883
11,153,-27.26507043
16,197,44.69381062
13,183,50.9010842
42,105,-36.1555578
43,136,-34.53521351
49,121,69.65209001
66,200,-116.658803
94,194,-14.89229865
68,163,-49.91317378
71,171,-20.80923705
73,123,109.8938504
10,130,-2.757336906
79,195,25.53352515
90,198,37.33221195
58,105,-12.8353456
38,122,26.53803046
9,179,-87.9901192
98,148,26.60891785
13,190,36.25618004
87,104,-77.91704027
76,158,12.48908474
46,118,-74.99643276
10,150,4.169225888
35,110,-72.09262332
5,174,40.68318038
77,172,-20.39080961
76,168,-0.329474574
76,110,-22.32004472
77,194,90.62071494
8,137,59.40067111
35,122,-136.4382542
57,124,60.0881419
81,101,-35.21848081
70,178,-7.028503367
65,183,45.74453761
12,192,-17.70295965
45,169,49.8132352
14,146,-4.526328293
18,175,-26.2167562
34,196,-18.80892527
60,105,107.3796132
48,151,12.85136675
76,112,119.3661045
25,166,-45.54809014
3,121,91.81870264
79,163,-182.0209048
71,174,-40.16856232
44,160,27.18881175
25,174,10.22342111
16,166,-2.636661427
6,159,39.84220527
72,130,84.46710216
20,107,18.48456367
89,194,118.3897509
90,159,13.92528533
100,127,51.6521013
30,185,-93.56721556
100,178,31.26640779
85,103,9.314775253
97,151,-28.74635038
80,182,-27.39060872
99,140,-61.9087774
7,123,13.73912038
85,159,109.3107425
35,135,75.74144734
19,101,136.0762576
83,192,0.671287438
22,120,25.00728305
93,193,-80.55921718
32,194,123.6714376
43,189,-86.96214637
44,127,37.77781962
35,102,9.637249369
96,197,27.64513341
67,149,34.74933299
16,125,-0.045242839
42,149,-132.4577723
53,165,-51.15551351
51,127,-85.29589961
51,137,0.689015967
9,110,-46.19734422
14,128,-15.35347215
83,159,53.73780693
25,159,27.85423469
46,188,81.67447446
30,107,12.71359545
46,176,-76.71135099
37,191,109.0201759
21,115,11.1586814
7,180,-6.248977413
83,138,-1.700227489
22,145,-76.14666262
63,172,-39.182639
34,102,-7.604776591
73,182,-43.26089676
31,137,28.69232319
4,103,-33.83764052
49,139,-30.06968559
86,151,44.64027229
100,127,-42.68268856
38,183,54.43148204
10,182,2.05536105
69,168,-17.71000344
71,193,-15.85743806
51,146,45.24519104
65,113,102.0720513
97,132,-14.93808127
21,182,-33.72502167
60,125,39.61242645
85,177,12.36459107
70,160,-93.06095183
11,156,-33.88624906
51,177,-54.27309477
1,108,-20.06057929
25,163,-9.550315534
25,163,-43.84441528
80,111,63.97909711
89,193,32.95911226
22,196,-113.6276904
36,154,136.1569885
99,183,24.65041348
56,146,59.62130892
37,147,-9.18483535
61,132,44.39969209
44,139,-34.81950832
96,174,-67.39806193
2,157,56.60345104
73,157,8.48608276
72,191,24.20037467
57,126,11.94282669
50,170,-10.27047311
29,122,48.85277841
7,123,-5.194571864
66,194,128.7682302
83,179,41.44302636
69,145,53.01996833
54,108,-43.48347298
87,152,-11.88847519
27,159,50.04412275
17,179,-31.14443409
17,161,-43.43495595
51,104,-85.81819708
54,101,4.132962194
66,120,168.6360564
25,171,15.98368505
61,124,-31.35846791
48,154,77.20887951
53,130,38.44486262
72,133,56.70021405
88,121,-21.81571871
78,167,-36.01042066
73,178,-18.535469
33,195,26.00501894
63,103,-17.64657181
100,154,71.68516304
36,149,-70.38800453
94,168,-80.602768
35,173,27.96562794
20,142,-47.52523739
58,168,46.61035642
74,199,-0.457353379
25,176,-117.4326688
26,123,18.66935787
82,156,21.60293241
66,109,53.85292701
10,142,14.89316147
55,114,-50.52843177
49,137,33.71578202
58,145,21.66160858
23,170,-42.28182013
25,109,-37.61394263
19,182,61.19692063
67,169,-19.86487814
16,188,43.96924641
17,162,26.19681587
46,200,-79.53384378
51,163,-56.58817119
81,165,-13.75102549
87,184,24.55284731
84,149,58.72373005
99,187,-30.00595072
47,164,-62.94580105
88,193,-70.03590248
66,115,7.888810854
26,186,50.476433
93,178,-29.08658089
73,187,12.24476688
54,199,-51.57288073
41,199,11.50965901
62,152,19.37128934
5,179,13.93135467
47,183,31.307356
10,164,-59.66551629
91,138,-53.93981283
84,177,10.23088116
38,107,90.74291106
19,137,77.11805977
100,126,51.34969978
96,175,-54.7287391
44,139,-3.78068267
48,197,-32.24702366
64,145,5.662870784
48,162,131.4290524
88,144,-19.12952216
72,135,-23.24119213
100,150,-36.61110072
96,122,3.500670621
27,104,-38.242474
77,140,-91.19272599
58,149,-44.65580461
88,116,68.85193071
94,155,-96.44858395
29,171,-72.27994001
71,186,63.48697785
90,150,-101.3886234
36,135,29.03466893
62,138,-29.73606945
13,110,45.57170413
45,172,111.3076482
41,136,38.93868079
43,143,-43.64874873
7,102,-14.76693854
85,166,22.04442898
50,177,-42.86112507
28,138,0.894559319
74,114,-28.98714586
37,115,33.95734659
48,198,-31.52193727
4,174,20.13507154
29,137,-8.31502712
69,161,-37.91278136
27,122,-51.12737309
25,195,134.1163174
14,167,-40.73596809
56,123,-25.41071606
18,108,24.20810447
63,105,-26.70511645
9,104,-15.25684685
37,178,-31.77296539
15,122,46.64823167
86,158,107.5124032
97,103,-70.42803575
6,131,-16.41757668
97,188,37.47784253
37,169,67.14012572
27,119,-106.64409
17,188,4.211922876
61,106,-10.62380259
18,136,58.51412107
61,152,-26.51951724
68,114,-109.1888192
49,132,56.39433072
20,163,-132.0692089
49,199,53.2276488
42,188,124.5509049
92,141,118.4644092
77,135,50.71039376
30,140,19.25102531
53,181,-60.36710005
80,141,39.82143593
35,142,-0.413958903
12,147,-88.89833821
60,160,46.25322344
57,111,46.86470459
10,149,3.848585608
76,171,18.1273078
74,155,33.53482799
75,111,112.4901356
22,103,-117.0363109
10,151,5.601934989
18,111,-1.395170624
17,166,-54.59772674
67,108,-21.6020774
54,184,21.48488024
61,143,-112.1089229
52,129,130.1775518
38,160,-75.47529277
27,113,16.03315742
48,162,-26.48494956
45,117,39.01392099
23,118,-25.16601353
32,116,56.60581727
63,177,-74.30858533
77,165,-100.4866142
34,183,77.24838936
70,136,-63.77927881
29,173,-49.24131826
73,182,-103.9224005
64,136,-15.6341512
80,194,53.16968107
71,118,-106.3810791
67,132,-29.138091
51,153,3.305253667
63,152,-62.91799855
66,139,69.07722314
90,153,-88.51228651
73,138,-16.07662643
17,195,13.89392209
91,176,-18.65089555
7,107,-50.02952373
86,114,45.18425239
85,199,58.52827925
99,163,-124.0092163
82,105,-123.4353477
29,122,-0.197478804
99,183,-40.49756746
78,122,-51.10445128
43,165,59.52576101
47,161,109.064557
85,173,16.70654615
36,178,-25.96203084
23,162,60.75103365
7,105,-41.30451539
62,160,-33.29920023
5,167,-76.29614715
74,107,-11.76219476
87,167,-89.46379037
20,120,91.53072406
2,167,-94.47468915
15,151,-93.28983903
92,173,9.700016527
68,166,5.897810124
86,188,101.5015418
83,173,74.00560136
66,105,-23.80876015
1,163,-24.59965931
79,193,-7.298877988
69,125,-28.67536378
33,170,-4.983109567
34,162,33.03474337
94,150,5.298439094
18,163,-60.30764925
39,136,-26.94157975
22,183,41.13755978
16,138,43.76232382
53,149,-104.4199241
18,177,-22.03368787
9,109,5.122125636
14,122,-61.45318991
9,192,68.14611623
73,125,-33.28662581
43,194,101.7322762
52,124,84.25662276
75,179,9.943472721
40,128,23.82869205
68,112,13.07875145
50,161,-30.21777033
38,190,2.217308447
28,192,-18.52514064
86,151,7.587613602
40,174,154.0857194
75,128,14.32147927
24,194,116.6321617
13,187,43.95733724
61,199,-24.93698759
88,123,13.57136849
44,125,126.5336135
35,177,-113.9358142
33,190,-60.35047832
51,180,41.49553636
81,124,-47.92858028
46,120,53.17871794
22,174,-59.18202768
80,187,61.36363249
87,198,4.232406291
74,193,-29.01536639
90,143,-37.92933947
73,183,111.2827118
64,120,18.51442726
47,179,0.615076572
94,101,17.36672426
85,198,-3.800351009
24,113,85.27648295
41,172,69.78076171
5,156,-3.429137153
30,112,4.35412131
11,160,-78.69728612
74,146,8.829910561
79,173,-23.52313436
90,165,-48.8387596
96,131,32.1807954
97,189,-39.62625557
70,147,-23.47319719
41,147,-49.71360548
31,168,110.0623332
51,173,16.99034355
57,136,108.0893738
73,119,-76.8523592
94,148,-107.4610925
62,118,-115.0717448
25,153,-74.17702741
10,110,116.643132
2,170,21.54964667
22,193,57.83517843
49,174,-18.64739692
94,141,-11.39836955
19,162,116.280241
24,200,-52.06616997
89,125,91.94918833
18,177,-29.85341637
16,129,87.82526305
86,178,28.11025239
34,185,-121.2653953
22,159,32.035651
28,170,-46.90418538
98,197,5.062054363
45,175,30.26049538
13,131,13.84627025
47,134,39.17180199
14,112,22.53796172
90,133,21.42976722
19,162,19.67835351
11,172,-34.15788021
75,195,-23.96977244
46,161,-40.54658706
6,182,-3.430264006
53,142,56.73588007
84,157,20.44704552
63,189,-26.47086102
1,172,-15.34006791
47,124,93.73461007
20,150,-13.7872156
49,169,51.05586004
88,185,-72.84385448
79,181,7.51844187
26,129,-85.26655317
27,161,24.23832674
78,148,35.99056706
48,189,-52.03353578
95,186,-7.593130176
69,121,62.02412616
95,122,66.33183335
8,174,-19.4598576
4,153,-97.32064738
56,129,34.87649476
80,110,-10.01280158
90,186,-52.73606367
80,173,19.21151303
28,152,-18.56136368
36,124,7.118761745
24,106,137.3086099
92,169,15.61353776
14,110,-1.195876247
54,178,7.822006474
19,176,52.14429485
16,141,76.56113741
26,160,37.42513483
78,155,86.10079932
64,130,35.12501928
81,141,-5.547325238
12,102,-120.6650916
12,157,-45.87702448
32,130,27.931307
67,149,20.63472088
1,114,-24.30751718
72,139,52.62568193
86,194,62.2476029
37,166,-32.2295052
16,117,24.07573683
44,122,11.84700273
50,153,-2.908370872
5,175,39.75771371
20,126,-69.10096513
12,189,31.96880658
77,160,-9.987822758
75,104,-27.47268465
47,140,-97.64713247
86,139,30.41148324
84,141,68.12414483
35,105,-31.30273368
37,134,-54.27343852
63,117,-81.5290376
24,112,-29.74802048
15,169,23.43792948
17,105,-11.12809052
63,104,-106.73672
67,197,28.52078708
33,127,17.05433177
67,155,8.598808366
76,122,3.761075137
70,182,64.70578815
90,140,-101.2736228
52,115,63.30790364
12,124,63.07262616
85,188,86.23710394
48,129,67.84133384
16,150,-9.536945014
94,147,-123.1246285
76,131,0.41252805
58,154,56.53274917
99,196,2.133022638
64,106,36.70142273
19,147,8.108136276
83,146,-63.7326994
87,142,-36.19216281
6,118,-89.77439697
76,127,32.13528975
3,128,-84.05829248
91,113,20.85739069
4,148,-7.924915167
40,171,21.87396988
97,192,14.65219753
5,192,-48.67387127
66,138,14.28978613
97,165,-66.05066167
24,182,-0.574929376
87,129,12.53818919
94,129,-24.45474662
48,123,53.8183075
64,179,29.69928333
60,106,-47.58721623
90,115,-7.132351143
29,179,-55.39362378
23,126,-11.29655924
43,112,-9.7564716
70,175,1.182480242
2,147,-94.38609836
14,189,30.51762681
64,132,31.54034658
20,142,-60.89619022
24,150,124.850672
71,144,68.41579887
58,170,43.60196397
39,200,-14.43855077
85,198,-22.42313962
69,159,21.67421694
4,126,-27.5955565
64,195,67.22022192
25,170,-32.50763897
70,165,-72.44795347
43,171,-73.48176806
39,171,-136.725546
63,116,-48.91737006
53,175,-67.97973956
21,199,-52.09025382
19,138,154.03045
43,145,-9.850803631
81,108,-71.46806483
21,126,15.8558448
2,188,111.1447062
100,148,-38.21232635
39,156,-16.90478701
27,134,0.272423516
39,114,-81.40503495
67,103,-20.31361245
99,140,-84.15346554
53,199,-152.9087911
75,155,31.52293052
17,145,31.11646999
30,146,-116.8254978
35,183,19.1680948
90,180,34.49970423
15,161,-136.5309821
73,147,-48.9052991
44,133,107.8227121
28,121,142.2765937
55,174,27.51148593
29,122,-34.52501523
84,154,48.08841981
98,200,35.2184341
48,119,23.89813403
17,173,-1.545799379
2,124,-37.92690582
33,176,-4.687745644
49,119,-20.89118079
34,122,79.4027406
83,172,-6.318315379
71,196,2.958963162
96,192,-39.89672385
91,105,-36.16919596
92,168,-15.27506621
77,127,-112.4592688
26,155,57.30993963
74,150,-37.7668159
89,140,90.94250522
87,148,45.56862461
92,170,72.74249977
9,190,16.02997207
34,196,45.52123402
70,181,-65.20935299
30,161,58.4397641
33,170,26.4809002
23,138,46.35333921
51,136,22.51032298
29,140,-68.60059373
11,104,7.977358182
42,196,16.48174064
25,156,-22.71009983
44,121,81.20743641
72,170,-10.8753064
8,113,9.864714249
24,140,31.0207268
48,139,-25.37564894
39,186,10.37923966
90,127,-167.1861481
47,109,-27.86248868
16,156,-47.50327706
36,170,-0.035149333
85,136,91.14421728
79,167,-4.988757639
33,134,-59.8203361
80,170,-99.27631634
53,137,43.8943331
91,115,-30.60610456
12,105,-0.280241457
13,122,100.3794345
92,124,114.4621213
48,151,-74.35377889
23,105,29.63953484
90,113,17.98728541
98,129,-115.66322
46,173,20.1598707
23,137,81.80087101
62,181,-9.349034211
6,116,-31.43164499
23,104,49.761177
57,159,95.13974532
19,166,43.03155195
94,133,58.86802809
69,132,17.86669322
62,171,-32.77194651
52,146,-24.89978385
27,127,-30.97131579
76,112,47.30687877
96,166,-30.00129056
21,141,-23.2838773
7,121,13.58928367
43,197,-10.11656339
53,121,66.69757832
39,177,17.40522253
35,110,7.823312711
42,136,127.0684586
4,187,61.02387352
1,180,37.06470961
44,109,-90.57890823
30,140,95.94745593
78,104,-20.10773964
8,175,32.77660011
39,168,-15.50208238
7,200,13.91174871
78,197,27.57890049
77,191,48.51896454
79,157,-8.449409915
38,113,88.14140273
4,146,25.49508337
23,154,176.0510358
81,128,24.09389542
54,167,-73.12859013
60,164,-36.14731573
92,144,-6.353592311
73,186,-3.666792782
13,137,-11.98438354
10,195,87.13987799
80,111,-54.96526571
63,101,-34.61117801
97,132,18.43995281
66,140,-65.41507536
49,139,-66.62429519
78,118,-92.79629795
70,192,-38.33946611
74,129,-50.86820648
95,183,111.6041802
4,196,30.08078844
7,135,-71.43354591
38,117,-86.7643398
29,151,-40.36616922
1,161,44.35676169
16,162,15.9773641
93,147,-34.01550664
45,161,-10.02575795
11,117,73.83000621
51,104,73.19441739
1,200,-20.46236945
68,128,64.44557687
12,155,-10.89178402
85,186,-45.40850831
26,121,-49.72111398
79,187,16.99488846
67,130,8.193060005
50,115,-2.100390721
63,191,-72.17851847
94,118,-111.0077659
82,187,61.78552692
73,110,-60.52060244
54,123,-4.621154175
23,150,-2.222941555
69,111,-127.4291452
4,139,5.426192302
78,175,-5.40872385
98,138,8.215450974
34,121,78.39106079
8,139,28.29925359
8,117,-71.99709896
83,134,56.12901981
6,184,-81.14907185
14,159,-70.84164629
79,175,-18.19917125
53,167,-92.74256533
65,141,68.2291079
26,147,-27.42206968
16,130,72.95920072
78,103,92.64528834
21,169,16.96350779
84,124,-25.58716209
28,127,14.18112537
11,143,20.1149623
44,116,-31.55993161
84,136,-64.13477796
1,142,0.012051907
88,159,-18.98450633
40,169,-9.780460409
7,108,-74.64786598
68,186,56.3132542
100,101,-19.28869981
56,140,-1.689264474
68,114,-31.15262802
2,103,-28.4820697
2,121,20.1670448
59,127,18.84515892
81,143,-53.21307067
58,180,14.43534816
80,117,-20.43753084
17,173,-59.46722737
35,168,25.95924086
59,107,134.9170866
85,161,20.08792072
5,105,-102.2060474
74,127,-20.89140975
72,175,-24.75270708
94,123,30.74628556
79,103,10.37510594
27,144,-68.62709014
99,155,41.66068717
75,178,-0.120347147
85,111,64.78618685
33,169,62.66118916
70,151,54.41009889
95,193,-11.17475929
95,124,51.33836649
89,191,35.83894048
26,183,39.44467181
4,117,-71.89209322
99,131,20.59731059
39,185,-10.63385135
59,136,100.933814
89,196,86.05478418
92,120,51.95494308
47,162,55.74082584
11,116,26.86729415
80,133,57.84363326
93,130,18.64667965
47,130,-23.86275738
80,123,59.75994502
93,132,43.91892213
81,126,-11.39365598
37,197,138.613132
45,103,-36.61244949
44,133,28.31655267
25,166,5.046411268
68,184,95.90126309
32,157,24.35956219
71,169,123.2067493
75,194,69.67785333
80,140,-115.2883409
21,108,65.29483012
98,144,-15.00376962
18,159,38.16660287
85,145,154.2772053
34,176,37.72886632
34,117,-41.67398308
98,109,-46.02260246
25,110,72.24272078
4,127,45.29135599
90,183,-8.430262629
6,173,-16.44813545
80,174,24.52547393
28,102,-40.16546803
44,173,37.69811658
94,124,-54.25306573
5,164,14.90927959
36,180,-34.16894802
78,163,-119.1197633
27,153,26.12219097
82,188,54.33666215
5,174,18.12730828
39,163,-106.1139135
58,173,0.779183773
71,138,43.72892194
4,193,-69.38736368
2,160,-16.15199229
72,127,-120.4443483
16,170,70.45982167
18,123,38.8568713
77,135,38.6022869
5,189,-42.58115106
91,121,51.5209219
72,147,-1.692356047
75,101,82.66745732
94,105,-39.63499104
96,126,23.04239258
89,120,39.86545872
36,112,-82.13673938
31,185,-26.50288965
77,123,-16.01235103
14,143,-38.74419347
23,120,73.97424976
22,159,-26.42487662
66,118,-103.5868179
26,158,23.32581584
10,137,-80.14768346
68,105,-53.62238764
57,106,-61.89071612
40,144,3.140068344
25,169,-33.00842828
25,177,-37.62290821
97,147,-98.32961632
94,132,57.51420697
